Rank,Name,Platform,Year,Genre,Publisher,Developer,Global_Sales
3613,Grease,Wii,2010,Misc,505 Games,,0.57
3614,Up,Wii,2009,Action,THQ,,0.57
3615,3D Dot Game Heroes,PS3,2009,Role-Playing,SouthPeak Games,,0.57
3616,Jillian Michaels Fitness Ultimatum 2010,Wii,2009,Sports,Majesco Entertainment,,0.57
3617,LEGO Rock Band,X360,2009,Misc,Warner Bros. Interactive Entertainment,,0.57
3618,Tom Clancy's HAWX,PS3,2009,Action,Ubisoft,,0.57
3619,Top Spin 3,PS3,2008,Action,Take-Two Interactive,,0.57
3620,Hasbro Family Game Night,PS2,2008,Puzzle,Electronic Arts,,0.57
3621,Iron Man,X360,2008,Action,Sega,,0.57
3622,SpongeBob SquarePants featuring Nicktoons: Globs of Doom,DS,2008,Action,THQ,,0.57
3623,Ben 10: Alien Force,PS2,2008,Action,Koch Media,,0.57
3624,Petz Wild Animals: Tigerz,DS,2008,Simulation,Ubisoft,,0.57
3625,Dora The Explorer: Dora Saves the Snow Princess,Wii,2008,Platform,Take-Two Interactive,,0.57
3626,Bolt,Wii,2008,Adventure,Disney Interactive Studios,,0.57
3627,Top Spin 3,X360,2008,Action,Take-Two Interactive,,0.57
3628,Blacksite: Area 51,X360,2007,Shooter,Midway Games,,0.57
3629,Spider-Man 3,X360,2007,Platform,Activision,,0.57
3630,Tomb Raider: Anniversary,PSP,2007,Action,Eidos Interactive,,0.57
3631,No More Heroes,Wii,2007,Action,Rising Star Games,,0.57
3632,Bratz 4 Real,DS,2007,Adventure,THQ,,0.57
3633,Dogz,DS,2006,Simulation,Ubisoft,,0.57
3634,FIFA World Cup Germany 2006,PS2,2006,Sports,Electronic Arts,,0.57
3635,ATV Offroad Fury: Blazin' Trails,PSP,2005,Racing,SouthPeak Games,,0.57
3636,Far Cry Instincts,XB,2005,Shooter,Ubisoft,,0.57
3637,Tales of the Abyss,PS2,2005,Role-Playing,Namco Bandai Games,,0.57
3638,Madden NFL 06,GC,2005,Sports,Electronic Arts,,0.57
3639,Dynasty Warriors 5: Xtreme Legends,PS2,2005,Action,Tecmo Koei,,0.57
3640,Spyro Orange: The Cortex Conspiracy,GBA,2004,Action,Vivendi Games,,0.57
3641,Naruto: Ultimate Ninja 2,PS2,2004,Fighting,Namco Bandai Games,,0.57
3642,Resident Evil Outbreak File #2,PS2,2004,Action,Capcom,,0.57
3643,SpongeBob SquarePants: Battle for Bikini Bottom,XB,2003,Platform,THQ,,0.57
3644,XIII,PS2,2003,Shooter,Ubisoft,,0.57
3645,Tony Hawk's Pro Skater 4,GBA,2002,Sports,Activision,,0.57
3646,Jampack Summer 2002,PS2,2002,Misc,Sony Computer Entertainment,,0.57
3647,Wreckless: ThE YaKuza MisSiOns,XB,2002,Racing,Activision,,0.57
3648,SD Gundam G Generation Neo,PS2,2002,Strategy,Namco Bandai Games,,0.57
3649,RalliSport Challenge,XB,2002,Racing,Microsoft Game Studios,,0.57
3650,Blood Wake,XB,2001,Shooter,Microsoft Game Studios,,0.57
3651,Mobile Suit Gundam: Giren no Yabou- Zeon no Keifu,PS,2000,Strategy,Namco Bandai Games,,0.57
3652,Bob the Builder: Can We Fix It?,PS,2000,Action,THQ,,0.57
3653,NBA Hangtime,N64,1997,Sports,GT Interactive,,0.57
3654,Beyond The Beyond,PS,1995,Role-Playing,Sony Computer Entertainment,,0.57
3655,Theme Park,PS,1994,Simulation,Electronic Arts,,0.57
3656,Super Bomberman,SNES,1992,Puzzle,Hudson Soft,,0.57
3657,The Mysterious Murasame Castle,NES,1986,Action,Nintendo,,0.57
3658,Just Cause 4,PS4,2018,Action-Adventure,Square Enix,Avalanche Studios,0.56
3659,Kingdom Come: Deliverance,PS4,2018,Role-Playing,Deep Silver,Warhorse Studios,0.56
3660,Everybody's Golf,PS4,2017,Sports,Sony Interactive Entertainment,Clap Hanz,0.56
3661,Metroid: Samus Returns,3DS,2017,Action-Adventure,Nintendo,Mercury Steam,0.56
3662,DOOM VFR,PS4,2017,Shooter,Bethesda Softworks,id Software,0.56
3663,Sonic Forces,PS4,2017,Platform,Sega,Sonic Team,0.56
3664,LEGO Dimensions,X360,2015,Action,Warner Bros. Interactive Entertainment,,0.56
3665,Xenoblade Chronicles,3DS,2015,Role-Playing,Nintendo,,0.56
3666,WWE 2K15,XOne,2014,Sports,Take-Two Interactive,,0.56
3667,Soul Sacrifice,PSV,2013,Role-Playing,Sony Computer Entertainment,,0.56
3668,Phineas and Ferb: Across the 2nd Dimension,DS,2011,Action,Disney Interactive Studios,,0.56
3669,Monster High: Ghoul Spirit,Wii,2011,Misc,THQ,,0.56
3670,Final Fantasy IV: The Complete Collection,PSP,2011,Role-Playing,Square Enix,,0.56
3671,God of War: Origins Collection,PS3,2011,Action,Sony Computer Entertainment,,0.56
3672,MX vs. ATV: Alive,X360,2011,Racing,THQ,,0.56
3673,Tony Hawk: Shred,Wii,2010,Sports,Activision,,0.56
3674,Tiger Woods PGA Tour 11,Wii,2010,Sports,Electronic Arts,,0.56
3675,Monster Jam: Path of Destruction,Wii,2010,Racing,Activision,,0.56
3676,Wolfenstein,X360,2009,Shooter,Activision,,0.56
3677,Lips: Number One Hits,X360,2009,Misc,Microsoft Game Studios,,0.56
3678,G-Force,DS,2009,Action,Disney Interactive Studios,,0.56
3679,Frontlines: Fuel of War,X360,2008,Shooter,THQ,,0.56
3680,Viva Pinata: Pocket Paradise,DS,2008,Simulation,THQ,,0.56
3681,Madagascar: Escape 2 Africa,Wii,2008,Action,Activision,,0.56
3682,DS Bimoji Training,DS,2008,Misc,Nintendo,,0.56
3683,Petz Catz Clan,DS,2008,Simulation,Ubisoft,,0.56
3684,Odin Sphere,PS2,2007,Role-Playing,Square Enix,,0.56
3685,Donkey Kong Jungle Climber,DS,2007,Platform,Nintendo,,0.56
3686,NCAA March Madness 07,PS2,2007,Sports,Electronic Arts,,0.56
3687,Hotel Dusk: Room 215,DS,2007,Adventure,Nintendo,,0.56
3688,Petz Dogz 2,PS2,2007,Simulation,Ubisoft,,0.56
3689,Tony Hawk's Proving Ground,X360,2007,Sports,Activision,,0.56
3690,Manhunt 2,PS2,2007,Action,Take-Two Interactive,,0.56
3691,Purr Pals,DS,2007,Simulation,THQ,,0.56
3692,Arena Football,PS2,2006,Sports,Electronic Arts,,0.56
3693,Harry Potter Collection,PS2,2006,Misc,Electronic Arts,,0.56
3694,Tony Hawk's Project 8,PSP,2006,Sports,Activision,,0.56
3695,Catz,DS,2006,Simulation,Ubisoft,,0.56
3696,Rune Factory: A Fantasy Harvest Moon,DS,2006,Role-Playing,Rising Star Games,,0.56
3697,Rapala Tournament Fishing!,Wii,2006,Sports,Activision,,0.56
3698,NCAA Football 07,XB,2006,Sports,Electronic Arts,,0.56
3699,Battlefield 2: Modern Combat,XB,2005,Shooter,Electronic Arts,,0.56
3700,Need for Speed: Most Wanted,GC,2005,Racing,Electronic Arts,,0.56
3701,Batman Begins,PS2,2005,Action,Electronic Arts,,0.56
3702,Archer Maclean's Mercury,PSP,2005,Puzzle,Ignition Entertainment,,0.56
3703,Major League Baseball 2K5,XB,2005,Sports,Take-Two Interactive,,0.56
3704,Ms. Pac-Man Maze Madness,GBA,2004,Puzzle,Zoo Digital Publishing,,0.56
3705,Classic NES Series: Dr. Mario,GBA,2004,Puzzle,Nintendo,,0.56
3706,Yu-Gi-Oh! World Championship Tournament 2004,GBA,2004,Misc,Konami Digital Entertainment,,0.56
3707,Cabela's Big Game Hunter 2005 Adventures,PS2,2004,Sports,Activision,,0.56
3708,True Crime: Streets of LA,GC,2003,Action,Activision,,0.56
3709,The Incredible Hulk,GBA,2003,Action,Universal Interactive,,0.56
3710,The Lord of the Rings: The Return of the King,GBA,2003,Action,Electronic Arts,,0.56
3711,The Sims: Bustin' Out,XB,2003,Simulation,Electronic Arts,,0.56
3712,WWE Raw 2,XB,2003,Fighting,THQ,,0.56
3713,Fullmetal Alchemist and the Broken Angel,PS2,2003,Role-Playing,Square Enix,,0.56
3714,Dr. Seuss' The Cat in the Hat,PS2,2003,Misc,Vivendi Games,,0.56
3715,Yu-Gi-Oh! Reshef of Destruction,GBA,2003,Strategy,Konami Digital Entertainment,,0.56
3716,ESPN NFL Football,PS2,2003,Sports,Sega,,0.56
3717,Backyard NFL Football,GBA,2002,Sports,Infogrames,,0.56
3718,Barbie Groovy Games,GBA,2002,Misc,Universal Interactive,,0.56
3719,Blinx: The Time Sweeper,XB,2002,Platform,Microsoft Game Studios,,0.56
3720,NHL Hitz 20-02,PS2,2001,Sports,Midway Games,,0.56
3721,"Monsters, Inc. Scream Team",PS,2001,Platform,Sony Computer Entertainment,,0.56
3722,Knockout Kings 2001,PS2,2001,Fighting,Electronic Arts,,0.56
3723,All-Star Baseball 2002,PS2,2001,Sports,Acclaim Entertainment,,0.56
3724,Hamtaro: Ham-Hams Unite!,GB,2001,Role-Playing,Nintendo,,0.56
3725,Soldier of Fortune: Gold Edition,PS2,2001,Shooter,Codemasters,,0.56
3726,MX 2002 Featuring Ricky Carmichael,PS2,2001,Racing,THQ,,0.56
3727,Breath of Fire IV,PS,2000,Role-Playing,Capcom,,0.56
3728,NASCAR Rumble,PS,2000,Racing,Electronic Arts,,0.56
3729,Army Men: Sarge's Heroes,PS,1999,Action,3DO,,0.56
3730,Resident Evil 2,N64,1999,Action,Virgin Interactive,,0.56
3731,Fatal Fury Special,SNES,1994,Fighting,Takara,,0.56
3732,Mega Man X2,SNES,1993,Platform,Laguna,,0.56
3733,Layton's Mystery Journey: Katrielle and the Millionaire's Conspiracy,3DS,2017,Puzzle,Level 5,Level 5,0.55
3734,Poochy & Yoshi's Woolly World,3DS,2017,Platform,Nintendo,Good-Feel,0.55
3735,Puyo Puyo Tetris,NS,2017,Puzzle,Sega,Sonic Team,0.55
3736,Sniper Elite 4,PS4,2017,Shooter,Rebellion Developments,Rebellion Developments,0.55
3737,Dragon Ball: Xenoverse 2,NS,2017,Action,Namco Bandai Games,Dimps Corporation,0.55
3738,Project CARS 2,PS4,2017,Racing,Namco Bandai Games,Slightly Mad Studios,0.55
3739,Yokai Sangokushi,3DS,2016,Action,Level 5,,0.55
3740,Dragon Ball: XenoVerse,PS3,2015,Fighting,Namco Bandai Games,,0.55
3741,Dragon Age: Inquisition,X360,2014,Role-Playing,Electronic Arts,,0.55
3742,Assassin's Creed: Unity,PC,2014,Action,Ubisoft,,0.55
3743,The Amazing Spider-Man 2 (2014),PS4,2014,Action,Activision,,0.55
3744,Sly Cooper: Thieves in Time,PS3,2013,Platform,Sony Computer Entertainment Europe,,0.55
3745,Tiger Woods PGA Tour 13,PS3,2012,Sports,Electronic Arts,,0.55
3746,Unit 13,PSV,2012,Shooter,Sony Computer Entertainment,,0.55
3747,Rune Factory 4,3DS,2012,Role-Playing,Xseed Games,,0.55
3748,ZhuZhu Pets 2: Featuring The Wild Bunch,DS,2010,Simulation,Activision,,0.55
3749,Harry Potter and the Deathly Hallows - Part 1,Wii,2010,Action,Electronic Arts,,0.55
3750,Tatsunoko vs. Capcom: Ultimate All-Stars,Wii,2010,Fighting,Capcom,,0.55
3751,Time Crisis: Razing Storm,PS3,2010,Shooter,Namco Bandai Games,,0.55
3752,Enslaved: Odyssey to the West,X360,2010,Action,Namco Bandai Games,,0.55
3753,Dynasty Warriors: Gundam 3,PS3,2010,Action,Tecmo Koei,,0.55
3754,Metro 2033,X360,2010,Shooter,THQ,,0.55
3755,Legends of WrestleMania,PS3,2009,Fighting,THQ,,0.55
3756,50 Classic Games,DS,2009,Misc,Destineer,,0.55
3757,Secret Agent Clank(US sales),PSP,2008,Platform,Sony Computer Entertainment,,0.55
3758,Barbie Horse Adventures: Riding Camp,DS,2008,Sports,Activision,,0.55
3759,CrossworDS,DS,2008,Puzzle,Deep Silver,,0.55
3760,Summer Sports: Paradise Island,Wii,2008,Sports,Ubisoft,,0.55
3761,Are You Smarter than a 5th Grader? Make the Grade,Wii,2008,Misc,THQ,,0.55
3762,TMNT,X360,2007,Action,Ubisoft,,0.55
3763,F.E.A.R.,PS3,2007,Shooter,Vivendi Games,,0.55
3764,NBA 2K8,PS3,2007,Sports,Take-Two Interactive,,0.55
3765,The Godfather (old US sales),XB,2006,Action,Electronic Arts,,0.55
3766,Dragon Ball Z: Shin Budokai,PSP,2006,Fighting,Atari,,0.55
3767,Metal Gear Solid 3: Subsistence,PS2,2005,Action,Konami Digital Entertainment,,0.55
3768,Jump Super Stars,DS,2005,Fighting,Nintendo,,0.55
3769,Jak X: Combat Racing,PS2,2005,Racing,Sony Computer Entertainment,,0.55
3770,Derby Stallion 04,PS2,2004,Sports,Enterbrain,,0.55
3771,Shrek 2,XB,2004,Platform,Activision,,0.55
3772,Red Dead Revolver,XB,2004,Shooter,Take-Two Interactive,,0.55
3773,Tak and the Power of Juju,GBA,2003,Platform,THQ,,0.55
3774,American Idol,PS2,2003,Misc,Codemasters,,0.55
3775,WWF Raw,XB,2002,Fighting,THQ,,0.55
3776,Tony Hawk's Pro Skater 3,XB,2002,Sports,Activision,,0.55
3777,Mega Man Zero,GBA,2002,Platform,Capcom,,0.55
3778,Soccer Tsuku 2002: J-League Pro Soccer Club o Tsukurou!,PS2,2002,Sports,Sega,,0.55
3779,Turok: Evolution,XB,2002,Shooter,Acclaim Entertainment,,0.55
3780,Soul Reaver 2,PS2,2001,Action,Eidos Interactive,,0.55
3781,Simple 1500 Series Vol. 73: The Invaders ~Space Invaders 1500~,PS,2001,Shooter,D3Publisher,,0.55
3782,Extermination,PS2,2001,Action,Sony Computer Entertainment,,0.55
3783,Batman: Vengeance,PS2,2001,Adventure,Ubisoft,,0.55
3784,SpongeBob SquarePants: SuperSponge,GBA,2001,Action,THQ,,0.55
3785,Contender 2,PS,2000,Fighting,3DO,,0.55
3786,NBA Showtime: NBA on NBC,PS,1999,Sports,Midway Games,,0.55
3787,Fighting Force 2,PS,1999,Action,Eidos Interactive,,0.55
3788,SD Gundam G Generation Zero,PS,1999,Strategy,Namco Bandai Games,,0.55
3789,Lunar: Silver Star Story Complete,PS,1998,Role-Playing,Kadokawa Shoten,,0.55
3790,Super Robot Taisen F Kanketsuhen,SAT,1998,Strategy,Banpresto,,0.55
3791,Super Robot Taisen F,SAT,1997,Strategy,Banpresto,,0.55
3792,Shin Super Robot Taisen,PS,1996,Role-Playing,Banpresto,,0.55
3793,Sakura Wars,SAT,1996,Adventure,Sega,,0.55
3794,Star Wars: Dark Forces,PS,1996,Shooter,LucasArts,,0.55
3795,Top Gun: Fire at Will!,PS,1996,Misc,Microprose,,0.55
3796,Mortal Kombat 3,PS,1995,Fighting,Sony Computer Entertainment,,0.55
3797,Daytona USA,SAT,1994,Racing,Sega,,0.55
3798,The Activision Decathlon,2600,1982,Sports,Activision,,0.55
3799,FIFA 18,PS3,2017,Sports,EA Sports,EA Vancouver,0.54
3800,Lego Star Wars: The Force Awakens,PS4,2016,Action,Warner Bros. Interactive Entertainment,,0.54
3801,LEGO Dimensions,PS3,2015,Action,Warner Bros. Interactive Entertainment,,0.54
3802,Minecraft: Story Mode,XOne,2015,Adventure,Mojang,,0.54
3803,Resident Evil: Revelations 2,PS4,2015,Action,Capcom,,0.54
3804,Star Wars Battlefront (2015),PC,2015,Shooter,Electronic Arts,,0.54
3805,LEGO The Hobbit,PS3,2014,Action,Warner Bros. Interactive Entertainment,,0.54
3806,Middle-Earth: Shadow of Mordor,X360,2014,Action,Warner Bros. Interactive Entertainment,,0.54
3807,Tales of Symphonia,PS3,2013,Role-Playing,Namco Bandai Games,,0.54
3808,NHL 14,X360,2013,Sports,Electronic Arts,,0.54
3809,Sonic & All-Stars Racing Transformed,PS3,2012,Racing,Sega,,0.54
3810,Madden NFL 13,Wii,2012,Sports,Electronic Arts,,0.54
3811,Epic Mickey 2: The Power of Two,X360,2012,Action,Disney Interactive Studios,,0.54
3812,Two Worlds II,X360,2011,Role-Playing,Unknown,,0.54
3813,Michael Jackson: The Experience,PS3,2011,Misc,Ubisoft,,0.54
3814,Kidou Senshi Gundam: Extreme VS,PS3,2011,Fighting,Namco Bandai Games,,0.54
3815,Dragon Ball Z: Ultimate Tenkaichi,X360,2011,Fighting,Namco Bandai Games,,0.54
3816,Cars 2,PS3,2011,Racing,Disney Interactive Studios,,0.54
3817,Inazuma Eleven GO,3DS,2011,Role-Playing,Nintendo,,0.54
3818,ModNation Racers,PSP,2010,Racing,Sony Computer Entertainment,,0.54
3819,Ninokuni: Shikkoku no Madoushi,DS,2010,Role-Playing,Level 5,,0.54
3820,Despicable Me: The Game - Minion Mayhem,DS,2010,Puzzle,D3Publisher,,0.54
3821,Valkyria Chronicles II,PSP,2010,Role-Playing,Sega,,0.54
3822,How to Train Your Dragon,DS,2010,Action,Activision,,0.54
3823,NBA Live 10,PS3,2009,Sports,Electronic Arts,,0.54
3824,Sacred 2: Fallen Angel,X360,2009,Role-Playing,Deep Silver,,0.54
3825,Terminator Salvation,PS3,2009,Shooter,Warner Bros. Interactive Entertainment,,0.54
3826,WWE SmackDown vs. Raw 2010,DS,2009,Fighting,THQ,,0.54
3827,Iron Man,PS2,2008,Action,Sega,,0.54
3828,SingStar Summer Party,PS2,2008,Misc,Sony Computer Entertainment,,0.54
3829,System 3 presents Ferrari Challenge Trofeo Pirelli,Wii,2008,Racing,System 3 Arcade Software,,0.54
3830,Inazuma Eleven,DS,2008,Role-Playing,Nintendo,,0.54
3831,Let's Draw!,DS,2008,Misc,Ubisoft,,0.54
3832,Rune Factory 2: A Fantasy Harvest Moon,DS,2008,Role-Playing,Rising Star Games,,0.54
3833,Hello Kitty: Big City Dreams,DS,2008,Puzzle,Empire Interactive,,0.54
3834,Magician's Quest: Mysterious Times,DS,2008,Role-Playing,Konami Digital Entertainment,,0.54
3835,Tales of Symphonia: Dawn of the New World,Wii,2008,Role-Playing,Namco Bandai Games,,0.54
3836,Tiger Woods PGA Tour 08,X360,2007,Sports,Electronic Arts,,0.54
3837,Manhunt 2,Wii,2007,Action,Take-Two Interactive,,0.54
3838,FIFA Soccer 07,XB,2006,Sports,Electronic Arts,,0.54
3839,Excite Truck,Wii,2006,Racing,Nintendo,,0.54
3840,Star Fox Command,DS,2006,Shooter,Nintendo,,0.54
3841,Over the Hedge,PS2,2006,Platform,Activision,,0.54
3842,Crash Tag Team Racing,PS2,2005,Racing,Vivendi Games,,0.54
3843,Fire Emblem: Path of Radiance,GC,2005,Action,Nintendo,,0.54
3844,The Incredible Hulk: Ultimate Destruction,PS2,2005,Action,Vivendi Games,,0.54
3845,The SpongeBob SquarePants Movie,XB,2004,Platform,THQ,,0.54
3846,SRS: Street Racing Syndicate,PS2,2004,Racing,Namco Bandai Games,,0.54
3847,Bratz: Rock Angelz,GBA,2004,Misc,THQ,,0.54
3848,Greg Hastings' Tournament Paintball,XB,2004,Shooter,Activision,,0.54
3849,World Soccer Winning Eleven 7 International (JP version),PS2,2004,Sports,Konami Digital Entertainment,,0.54
3850,Dance Dance Revolution Ultramix,XB,2003,Simulation,Konami Digital Entertainment,,0.54
3851,Front Mission 4,PS2,2003,Strategy,Square Enix,,0.54
3852,The Fairly Odd Parents: Breakin' Da Rules,GBA,2003,Platform,THQ,,0.54
3853,ESPN NBA Basketball,PS2,2003,Sports,Sega,,0.54
3854,The Hobbit,PS2,2003,Platform,Vivendi Games,,0.54
3855,War of the Monsters,PS2,2003,Fighting,Sony Computer Entertainment,,0.54
3856,Dragon Quest Characters: Torneko no Daibouken 3: Fushigi no Dungeon,PS2,2002,Role-Playing,Enix Corporation,,0.54
3857,SSX Tricky,GC,2001,Sports,Electronic Arts,,0.54
3858,Mat Hoffman's Pro BMX,PS,2001,Sports,Activision,,0.54
3859,Gekikuukan Pro Yakyuu: At the End of the Century 1999,PS2,2000,Sports,SquareSoft,,0.54
3860,Medarot 2: Kabuto / Kuwagata Version,GB,1999,Role-Playing,Imagineer,,0.54
3861,Gauntlet Legends,N64,1999,Action,Midway Games,,0.54
3862,Pachi-Slot Aruze Oukoku 2,PS,1999,Misc,Aruze Corp,,0.54
3863,FIFA 99,N64,1998,Sports,Electronic Arts,,0.54
3864,Bust A Groove,PS,1998,Misc,Sony Computer Entertainment,,0.54
3865,Action Force,2600,1982,Action,CPG Products,,0.54
3866,Popeye,2600,1982,Platform,Parker Bros.,,0.54
3867,LEGO The Incredibles,PS4,2018,Action,Warner Bros. Interactive Entertainment,Traveller's Tales,0.53
3868,F1 2018,PS4,2018,Racing,Codemasters,Codemasters Birmingham,0.53
3869,LEGO Jurassic World,WiiU,2015,Action,Warner Bros. Interactive Entertainment,,0.53
3870,Kirby and the Rainbow Curse,WiiU,2015,Platform,Nintendo,,0.53
3871,Just Dance 2015,XOne,2014,Misc,Ubisoft,,0.53
3872,Dragon's Crown,PS3,2013,Role-Playing,Nippon Ichi Software,,0.53
3873,Batman: Arkham Origins Blackgate,PSV,2013,Action,Warner Bros. Interactive Entertainment,,0.53
3874,The Walking Dead: Survival Instinct,PS3,2013,Shooter,Activision,,0.53
3875,Sonic & All-Stars Racing Transformed,WiiU,2012,Racing,Sega,,0.53
3876,Sesame Street: Once Upon A Monster,X360,2011,Misc,Warner Bros. Interactive Entertainment,,0.53
3877,FIFA 12,PSP,2011,Sports,Electronic Arts,,0.53
3878,Batman: Arkham City,PC,2011,Action,Warner Bros. Interactive Entertainment,,0.53
3879,Bulletstorm,PS3,2011,Shooter,Electronic Arts,,0.53
3880,Tactics Ogre: Let Us Cling Together,PSP,2010,Role-Playing,Square Enix,,0.53
3881,SingStar Dance,PS3,2010,Misc,Sony Computer Entertainment,,0.53
3882,Alice in Wonderland,Wii,2010,Adventure,Disney Interactive Studios,,0.53
3883,Littlest Pet Shop 3: Biggest Stars - Blue / Pink / Purple Team,DS,2010,Simulation,Electronic Arts,,0.53
3884,Tiger Woods PGA Tour 11,X360,2010,Sports,Electronic Arts,,0.53
3885,Jewel Master Egypt,DS,2009,Puzzle,Rondomedia,,0.53
3886,SimAnimals,DS,2009,Simulation,Electronic Arts,,0.53
3887,F.E.A.R. 2: Project Origin,X360,2009,Shooter,Warner Bros. Interactive Entertainment,,0.53
3888,F1 2009,PSP,2009,Racing,Codemasters,,0.53
3889,Picross 3D,DS,2009,Puzzle,Nintendo,,0.53
3890,SpongeBob SquarePants featuring Nicktoons: Globs of Doom,Wii,2008,Action,THQ,,0.53
3891,NASCAR 09,PS2,2008,Racing,Electronic Arts,,0.53
3892,We Cheer,Wii,2008,Simulation,505 Games,,0.53
3893,Go Diego Go! Safari Rescue,Wii,2008,Action,Take-Two Interactive,,0.53
3894,Tom Clancy's Ghost Recon Advanced Warfighter 2,PSP,2007,Shooter,Ubisoft,,0.53
3895,Stuntman: Ignition,PS3,2007,Racing,THQ,,0.53
3896,Are You Smarter Than A 5th Grader?,DS,2007,Misc,Mindscape,,0.53
3897,Silent Hill: Origins,PSP,2007,Action,Konami Digital Entertainment,,0.53
3898,Mystery Dungeon: Shiren the Wanderer,DS,2006,Role-Playing,Sega,,0.53
3899,NCAA March Madness 06,PS2,2005,Sports,Electronic Arts,,0.53
3900,Peter Jackson's King Kong: The Official Game of the Movie,XB,2005,Action,Ubisoft,,0.53
3901,Burnout Revenge,XB,2005,Racing,Electronic Arts,,0.53
3902,Medal of Honor: European Assault,XB,2005,Shooter,Electronic Arts,,0.53
3903,NBA 06,PS2,2005,Sports,Sony Computer Entertainment,,0.53
3904,Juiced,PS2,2005,Racing,THQ,,0.53
3905,The Warriors,PS2,2005,Action,Take-Two Interactive,,0.53
3906,Jampack Volume 11,PS2,2004,Misc,Sony Computer Entertainment,,0.53
3907,SpongeBob SquarePants: Game Boy Advance Video Volume 2,GBA,2004,Misc,N/A,,0.53
3908,NCAA March Madness 2005,PS2,2004,Sports,Electronic Arts,,0.53
3909,Conflict: Vietnam,PS2,2004,Shooter,SCi,,0.53
3910,2 in 1 Combo Pack: Sonic Heroes / Super Monkey Ball Deluxe,XB,2004,Misc,Sega,,0.53
3911,Blitz: The League,XB,2004,Sports,Midway Games,,0.53
3912,Ty the Tasmanian Tiger 2: Bush Rescue,PS2,2004,Platform,Electronic Arts,,0.53
3913,X-Men Legends,GC,2004,Role-Playing,Activision,,0.53
3914,Legacy of Kain: Defiance,PS2,2003,Action,Eidos Interactive,,0.53
3915,MLB SlugFest 20-04,PS2,2003,Sports,Midway Games,,0.53
3916,Return to Castle Wolfenstein: Operation Resurrection,PS2,2003,Shooter,Activision,,0.53
3917,The Lord of the Rings: The Fellowship of the Ring,XB,2002,Action,Universal Interactive,,0.53
3918,The Lord of the Rings: The Two Towers,GC,2002,Action,Electronic Arts,,0.53
3919,Time Crisis II,PS2,2001,Shooter,Namco Bandai Games,,0.53
3920,Oni,PS2,2001,Action,Take-Two Interactive,,0.53
3921,007 Racing,PS,2000,Racing,Electronic Arts,,0.53
3922,Spider-Man,N64,2000,Action,Activision,,0.53
3923,Pachi-Slot Aruze Oukoku 4,PS,2000,Misc,Aruze Corp,,0.53
3924,Gex 3: Deep Cover Gecko,PS,1999,Platform,Eidos Interactive,,0.53
3925,NASCAR 2000,N64,1999,Racing,Electronic Arts,,0.53
3926,"Sakura Taisen 2 - Kimi, Shinitamou Koto Nakare",SAT,1998,Adventure,Sega,,0.53
3927,Front Mission 2,PS,1997,Strategy,SquareSoft,,0.53
3928,Clock Tower,PS,1996,Adventure,ASCII Entertainment,,0.53
3929,Jampack Vol. 2,PS,1996,Misc,Sony Computer Entertainment,,0.53
3930,Wayne Gretzky's 3D Hockey,N64,1996,Sports,Nintendo,,0.53
3931,Romance of the Three Kingdoms IV: Wall of Fire,SNES,1994,Strategy,Tecmo Koei,,0.53
3932,J-League Soccer: Prime Goal 2,SNES,1994,Sports,Namco Bandai Games,,0.53
3933,Virtual Soccer,SNES,1993,Sports,Hudson Soft,,0.53
3934,Winning Post,SNES,1993,Sports,Tecmo Koei,,0.53
3935,Dragon Ball FighterZ,XOne,2018,Fighting,Namco Bandai Games,Arc System Works,0.52
